source,target,label,mt_system,lang
"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.","N'oge na-adịghị anya, ndị ọrụ uwe ojii ejikere na gịa ogbaaghara batara n'ime yad ahụ ma jiri gaasị anya mmiri wee gbakọta ndị mkpọrọ n’otu ebe.",0,human,ibo
"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.","N'oge na-adịghị anya, ndị uwe ojii ji ngwá agha na-egbochi ọgba aghara batara n'ogige ụlọ mkpọrọ ahụ ma jiri gas anya mmiri tụba ndị mkpọrọ ahụ n'akụkụ.",2,nllb,ibo
Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.,Ugbo oru bu ihe oru ugbo bu nke eweputara iji meputa nri ga ezuru ndi mmadu choro ya ma obu ya na ulo ya.,0,human,ibo
Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.,Ọrụ ugbo maka ndụ bụ ọrụ ugbo a na-arụ iji mepụta nri zuru ezu iji gboo mkpa nke onye ọrụ ugbo na ezinụlọ ya.,2,nllb,ibo
Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.,Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.,6,claude_style,ibo
Earlier the Chinese news agency Xinhua reported a plane to be hijacked.,Ụlọ ọrụ mgbasa ozi ndị Chaịna n’oge mbụ kọrọ maka ụgbọ elu a chọrọ izuru.,0,human,ibo
Same goes for the military because instead of army rankings being based on class they were now based on cailaber.,"Ọ bụkwa otu ihe ahụ n'amị, maka na kama nhazi n'usoro nke ndị amị ga-adabere n'ogugo, ọ daberezie n'ikikere.",0,human,ibo
Same goes for the military because instead of army rankings being based on class they were now based on cailaber.,Otu ihe ahụ na-aga maka ndị agha n'ihi na kama ọkwa ndị agha dabere na klaasị ha dabere na cailaber ugbu a.,1,google,ibo
Same goes for the military because instead of army rankings being based on class they were now based on cailaber.,Otu ihe ahụ na-emetụtakwa ndị agha n'ihi na kama ịhazi ọkwa ndị agha dabere na klas ha dabere ugbu a na cailaber.,2,nllb,ibo
A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,Otu mmụta e bipụtara na Tọzdee n’ime jọnaalụ Sayensi kọrọ na mwube nke otu ụdị nnụnụ ọhụrụ na Agwaetiti Galápagos nke Ikuedọ.,0,human,ibo
A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,7,gemini_style,ibo
"In 1895, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimonoseki, by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.","Na 1895, mgbe a dachara n’Agha Sino-Japanese Mbụ (1894-1895), ọchịchị Qing ahụ mere mbịanye aka na Nkwekọrịta nke Shimonoseki ahụ, site na nke o jiri nyefee Japan ọbụbụeze nke Taiwan, nke na-achị agwaetiti ahụ ruo 1945.",0,human,ibo
"In 1895, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimonoseki, by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.","In 1895, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimonoseki, by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.",6,claude_style,ibo
While he was working at the hospital Liggins began to investigate premature labor during his spare time.,Mgbe ọ na-arụ ọrụ n'ụlọ ọgwụ Liggins malitere inyocha ọmụmụ nwa akaghị aka n'oge ezumike ya.,0,human,ibo
While he was working at the hospital Liggins began to investigate premature labor during his spare time.,"Mgbe ọ na-arụ ọrụ n'ụlọ ọgwụ, Liggins malitere inyocha ịmụ nwa tupu oge eruo n'oge ezumike ya.",2,nllb,ibo
While he was working at the hospital Liggins began to investigate premature labor during his spare time.,While he was working at the hospital Liggins began to investigate premature labor during his spare time.,6,claude_style,ibo
"Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.","Mkpebi teknụụzụ bụ usoro gazuru nchịkọta nchepụta gasị etinyere n’uju, site na technụụzụ-kwàa maọbụ nye iwu siri ike nke bụ na njedebe nke onye ga-esite n’iwu metụtara sayensi na nke ngosipụta teknụụzụ.",0,human,ibo
"Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.","Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.",6,claude_style,ibo
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.,Wiilu agbanweela ụwa n'ụdị enweghị atụ. Ihe kachasị ukwu nke wiilu merela anyị bụ na o nyere anyị ụzọ njem dị mfe ma dị ọsịsọ karịa.,0,human,ibo
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.,Wheel agbanweela ụwa n'ụzọ dị ịtụnanya. Ihe kacha mkpa wiil ahụ meere anyị bụ inye anyị njem dị mfe na ngwa ngwa.,1,google,ibo
Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,Martelly n̄ụrụ iyi n’ime otu Kansụl Ntuli aka Kenwa oge (CEP) ọhụrụ nke ndịòtù itoollu ụnyaahụ.,0,human,ibo
Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,7,gemini_style,ibo
Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.,"Arly Velaskwez, onye Megziko, gbara onye nke iri na ise na Supa-G ịnọ ọdụ nke ụmụ nwoke. Adam Họl, onye Niu Ziland, gbara onye nke itoolu na Supa-G nkwụmọtọ ụmụ nwoke.",0,human,ibo
Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.,Arly Velasquez nke Mexico nọ n'ọnọdụ nke iri na ise n'asọmpi ndị ikom na-anọdụ ala Super-G. Adam Hall nke New Zealand nọ n'ọnọdụ nke itoolu n'asọmpi ndị ikom na-eguzo ọtọ Super-G.,2,nllb,ibo
Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.,Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.,7,gemini_style,ibo
"In 1884, Tesla moved to the United States of America to accept a job with the Edison Company in New York City.","N'afọ 1884, Tesla kwagara na mba Amerịka ịnara ọrụ na nke Ụlọ ọrụ Edison n'Obodo Niu Yọk.",0,human,ibo
"In 1884, Tesla moved to the United States of America to accept a job with the Edison Company in New York City.","Na 1884, Tesla kwagara United States of America iji nabata ọrụ na Edison Company na New York City.",2,nllb,ibo
People would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals.,"Ebe ndị mmadụ wetaara chi ndị ahụ aja, ndị nchụ aja ahụ maka ihe ha bụ chi na-achọ, site n'emume na mmemme di iche iche.",0,human,ibo
"Although three people were inside the house when the car impacted it, none of them were hurt.","Obu eziokwu na mmadu ato no nime ulo ahu mgbe ugbo-ala ahu kuru ya, onweghi onye nime ha meruru ahu.",0,human,ibo
"Although three people were inside the house when the car impacted it, none of them were hurt.","Ọ bụ ezie na mmadụ atọ nọ n'ime ụlọ ahụ mgbe ụgbọala ahụ kụrụ ya, ọ dịghị onye merụrụ ahụ.",2,nllb,ibo
The rock band was due to tour the United States and Canada until September 16.,Bandị rọk ahụ tozuru oke ịga njem nleta na United States na Kanada ruo Septemba 16.,0,human,ibo
The rock band was due to tour the United States and Canada until September 16.,Ndị òtù egwú ahụ ga-agagharị na United States na Canada ruo September 16.,2,nllb,ibo
The rock band was due to tour the United States and Canada until September 16.,The rock band was due to tour the United States and also Canada until September 16.,5,gpt4_style,ibo
The rock band was due to tour the United States and Canada until September 16.,The rock band was due to tour the United States and Canada until September 16.,6,claude_style,ibo
Infrared images show that the temperature variations from night and day show that they are likely caves.,Ụmụ onyinyo infràreèd na-egosipụta na mgbanwe okpomọkụ ahụ sitere n'ụbọchị na abalị na-egosi na ha nwere ike ịbụ ọgba.,0,human,ibo
Infrared images show that the temperature variations from night and day show that they are likely caves.,Ihe osise ndị e sere na-egosi na okpomọkụ na-agbanwe n'abalị na n'ehihie na-egosi na ọ ga-abụrịrị na ọ bụ ọgba.,2,nllb,ibo
Infrared images show that the temperature variations from night and day show that they are likely caves.,Infrared images show that the temperature variations from night and day show that they are likely caves.,6,claude_style,ibo
The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,"Ngwakọta nke kristal ndị a dị ka ndị a hụrụ n'amịrị ụmụ anụmanụ ụlọ ndị emetụtara, ma e jiri infrared spektroskopi (FTIR) lee ya.",0,human,ibo
The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,Ihe mejupụtara kristal ndị a kwekọrọ n'ihe ndị a hụrụ na mmamịrị nke ụmụ anụmanụ ndị ahụ metụtara mgbe e jiri ya tụnyere infrared spectroscopy (FTIR).,2,nllb,ibo
"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.","E bugara onye ahụ na-ese fòto na Ụlọ Ọgwụ Reagan UCLA, ebe o mechara nwụọ.",0,human,ibo
"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.","E bugara onye na-ese foto na Ronald Reagan UCLA Medical Center, ebe o mechara nwụọ.",1,google,ibo
"The strategy proved effective, cutting off vital military and civilian supplies, although this blockade violated generally accepted international law codified by several international agreements of the past two centuries.","Atụmatụ ahụ rụrụ ọrụ ọfụma, na-ebepụ ụmụ ihe mbute ihe ndị agha na ndị nkiti dị oke mpka, n’agbanyeghị na mgbochi a dara iwu mba ụwa anabatara n’izugbe nke ọtụtụ nkwekọrịta n’etiti mba ụwa nke afọ narị abụọ gara aga nyere ikikere.",0,human,ibo
"The strategy proved effective, cutting off vital military and civilian supplies, although this blockade violated generally accepted international law codified by several international agreements of the past two centuries.","Atụmatụ ahụ rụpụtara ihe, na-egbutu ihe ndị dị mkpa ndị agha na ndị nkịtị na-enye, ọ bụ ezie na mmachibido iwu a megidere iwu mba ụwa a nabatara n'ozuzu ya nke ọtụtụ nkwekọrịta mba ụwa nke narị afọ abụọ gara aga kwadoro.",2,nllb,ibo
"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.","Mosasaurus bụbu isi n'anụ na-eri anụ n’oge ya, nke a mere na onweghi ihe na-atụ ya egwu, karịa mosasaurs ibe ya.",0,human,ibo
"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.","Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.",6,claude_style,ibo
"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.","Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.",7,gemini_style,ibo
"There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company.","Ha nwekwara ụlọ mposi n'Ijipt mgbe ochie, Peshia na Chaịna. N'okpuru ọchịchị ndị Rom, mgbe ụfọdụ ụlọ mposi na-abụkarị otu akụkụ nke ụlọ ọsịsa ahụ ọha ebe ụmụ nwoke na ụmụ nwanyị nọkọtara ọnụ.",0,human,ibo
